"name","city","state","zip","phone","website","instagram","email","email_source","google_review_count","google_star_rating","address","gbp_url","categories","top_competitor_1_name","top_competitor_1_reviews","top_competitor_1_stars","top_competitor_1_distance","top_competitor_2_name","top_competitor_2_reviews","top_competitor_2_stars","top_competitor_2_distance","top_competitor_3_name","top_competitor_3_reviews","top_competitor_3_stars","top_competitor_3_distance","notes","call_status","call_attempts","last_attempted"
"OrangeTwist","Fort Worth","Texas","76109","(817) 717-6753","https://orangetwist.com/center/fort-worth/","","","","120","4.8","5925 Convair Dr Suite 545, Fort Worth, TX 76109","https://www.google.com/maps/search/?api=1&query=OrangeTwist&query_place_id=ChIJhYMt6q1zToYRNp11544wayE","Medical spa; Facial spa; Skin care clinic; Weight loss service; Wellness center","SKINTECH SPA - Fort Worth","745","4.6","0.47","A Nurses Touch Skin Care & Med Spa","604","4.9","0.58","Kalos Medical Spa at Kirby Plastic Surgery","351","5.0","1.18","","not_called","0",""
"Magnetic Aesthetics","Frisco","Texas","75034","(469) 503-2017","https://magneticaesthetics.glossgenius.com/","","info@magneticaestheticstx.com","contact_page","77","5.0","4770 Eldorado Pkwy STE 250, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Magnetic%20Aesthetics&query_place_id=ChIJ5xh--4M5TIYRyPxYWrtWEHk","Medical spa","Hush MedSpa","334","4.9","0.74","FINETUNE Med Spa - Frisco","210","5.0","1.46","BUTEX Medical Spa and Laser Treatment","188","5.0","0.3","","not_called","0",""
"FINETUNE Med Spa - Frisco","Frisco","Texas","75034","(945) 348-5090","https://finetunemedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=FINETUNE-Med-Spa-Frisco&utm_content=website","","infoFTW@finetunemedspa.com","contact_page","210","5.0","4350 Main St #145, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w","Medical spa; Doctor; Military hospital; Wellness center","Hush MedSpa","334","4.9","0.72","BUTEX Medical Spa and Laser Treatment","188","5.0","1.36","It's A Secret Med Spa","152","4.5","1.47","","not_called","0",""
"Hush MedSpa","Frisco","Texas","75033","(214) 220-0102","https://www.hushmedspa.com/","","info@hushmedspa.com","contact_page","334","4.9","4645 Avon Ln Building 1; Suite 190B, Frisco, TX 75033","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc","Medical spa; Facial spa; Wellness center","FINETUNE Med Spa - Frisco","210","5.0","0.72","BUTEX Medical Spa and Laser Treatment","188","5.0","0.64","Magnetic Aesthetics","77","5.0","0.74","","not_called","0",""
"Beautiful Aesthetics","Frisco","Texas","75036","(214) 618-0264","https://beautifulaesthetics.com/","","hello@beautifulaesthetics.com","contact_page","97","5.0","400 Stonebrook Pkwy Suite 104, Frisco, TX 75036","https://www.google.com/maps/search/?api=1&query=Beautiful%20Aesthetics&query_place_id=ChIJZfEIy_A7TIYRWSoY9YneiIc","Medical spa; Facial spa; Health and beauty shop; Laser hair removal service; Medical clinic; Skin care clinic; Spa; Weight loss service; Wellness center","SkinChic Aesthetics","238","5.0","0.06","FINETUNE Med Spa - Frisco","210","5.0","2.35","Med Spa Studios & Genesis Hyperbaric","81","4.9","1.35","","not_called","0",""
"Tina Torres Cosmetics","Fort Worth","Texas","76104","(817) 646-6446","https://linktr.ee/tinatorrescosmetics","","","","135","4.9","209 S Jennings Ave, Fort Worth, TX 76104","https://www.google.com/maps/search/?api=1&query=Tina%20Torres%20Cosmetics&query_place_id=ChIJxwt82kdzToYRizTFX0vGphU","Medical spa; Skin care clinic","Bougie Aesthetics","111","4.8","0.66","Skin Beauty Med Spa","79","5.0","0.48","The Retreat Medical Spa","73","4.9","0.93","","not_called","0",""
"Modern Skin Med Spa","Frisco","Texas","75034","(469) 962-2165","https://themodernskin.com/?utm_source=gmb&utm_medium=clicks","","","","112","5.0","6560 John Hickman Pkwy Suite 300, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Modern%20Skin%20Med%20Spa&query_place_id=ChIJ-2aoFkg9TIYRnU3grVS6MTM","Medical spa; Facial spa; Hair replacement service; Spa; Wellness program","Starwood Med Spa","658","4.9","0.54","Le Beau Visage Medical Spa","286","4.9","1.31","Geneva Med Spa","116","5.0","1.07","","not_called","0",""
"Blu Magnolia Aesthetics","Fort Worth","Texas","76177","(817) 471-7635","https://blumagnoliaaesthetics.com/","","","","125","5.0","3418 N Tarrant Pkwy, Fort Worth, TX 76177","https://www.google.com/maps/search/?api=1&query=Blu%20Magnolia%20Aesthetics&query_place_id=ChIJ7fOOLurZTYYRKyU-XpokgZc","Medical spa","Snug Aesthetics","197","5.0","8.1","Skinique Med Spa & Wellness","107","4.5","0.34","Cloud9 Med Spa","100","5.0","3.8","","not_called","0",""
"SkinChic Aesthetics","Frisco","Texas","75036","(469) 214-2814","https://skinchicdallas.com/?utm_source=GBP","","info@skinchicdallas.com","contact_page","238","5.0","400 Stonebrook Pkwy #801, Frisco, TX 75036","https://www.google.com/maps/search/?api=1&query=SkinChic%20Aesthetics&query_place_id=ChIJS-RORUQ7TIYRULnHS8ILJIY","Medical spa","FINETUNE Med Spa - Frisco","210","5.0","2.36","Beautiful Aesthetics","97","5.0","0.06","Med Spa Studios & Genesis Hyperbaric","81","4.9","1.4","","not_called","0",""
"Med Spa Studios & Genesis Hyperbaric","Frisco","Texas","75036","(214) 619-5000","https://medspastudios.com/","","hello@medspastudios.com","contact_page","81","4.9","255 Lebanon Rd #220, Frisco, TX 75036","https://www.google.com/maps/search/?api=1&query=Med%20Spa%20Studios%20%26%20Genesis%20Hyperbaric&query_place_id=ChIJvyPXS9ggTIYRRZ4hWRuzADA","Medical spa","SkinChic Aesthetics","238","5.0","1.4","Geneva Med Spa","116","5.0","3.07","Beautiful Aesthetics","97","5.0","1.35","","not_called","0",""
"Dallas Medicine & Aesthetics","Frisco","Texas","75034","(214) 623-6742","http://dallasmedaesthetics.com/","","info@dallasmedaesthetics.com","contact_page","111","4.9","7777 Warren Pkwy #138, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Dallas%20Medicine%20%26%20Aesthetics&query_place_id=ChIJo5ZsySmZToYRh51RyI8Z8RE","Medical spa; Medical clinic","Starwood Med Spa","658","4.9","1.28","Le Beau Visage Medical Spa","286","4.9","0.67","Purple Basil Medspa","163","5.0","1.01","","not_called","0",""
"Starwood Med Spa","Frisco","Texas","75034","(214) 705-0400","https://starwoodmedspa.com/","","info@starwoodmedspa.com","contact_page","658","4.9","6950 Lebanon Rd #105, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI","Medical spa; Facial spa; Health and beauty shop; Health consultant; Laser hair removal service; Skin care clinic; Tattoo removal service; Weight loss service","Le Beau Visage Medical Spa","286","4.9","1.41","Modern Skin Med Spa","112","5.0","0.54","Dallas Medicine & Aesthetics","111","4.9","1.28","","not_called","0",""
"Le Beau Visage Medical Spa","Frisco","Texas","75034","(214) 705-7676","https://lebeauvisagemedicalspa.com/?utm_source=gbp&utm_medium=organic","","","","286","4.9","3685 Preston Rd #129, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Le%20Beau%20Visage%20Medical%20Spa&query_place_id=ChIJkdUxAfE8TIYRrlKxyWbiSHQ","Medical spa; Medical clinic; Skin care clinic","Purple Basil Medspa","163","5.0","0.37","Starwood Med Spa","158","4.9","1.22","Dallas Medicine & Aesthetics","111","4.9","0.67","","not_called","0",""
"Amazon Aesthetics and Laser","Frisco","Texas","75034","(214) 296-4064","https://www.amazonaesthetics.com/","","info@amazonaesthetics.com","contact_page","105","5.0","7000 Parkwood Blvd #D300, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Amazon%20Aesthetics%20and%20Laser&query_place_id=ChIJcdAbiwcvTIYRXYsdZps_wkM","Medical spa; Facial spa; Skin care clinic; Spa","Starwood Med Spa","658","4.9","0.93","Purple Basil Medspa","163","5.0","1.95","It's A Secret Med Spa","152","4.5","0.94","","not_called","0",""
"Skin Beauty Med Spa","Fort Worth","Texas","76104","(817) 367-9057","http://www.skinbeautymedspa.com/","","info@skinbeautymedspa.com","contact_page","79","5.0","804 S Main St Ste 200, Fort Worth, TX 76104","https://www.google.com/maps/search/?api=1&query=Skin%20Beauty%20Med%20Spa&query_place_id=ChIJMUW46pVxToYRt1cgDSTAmN8","Skin care clinic","Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","254","4.9","1.06","Tina Torres Cosmetics","135","4.9","0.48","The Retreat Medical Spa","73","4.9","0.79","","not_called","0",""
"Just Injected","Dallas","Texas","75235","(469) 317-0555","https://www.justinjected.com/","","justinelewis@justinjected.com","contact_page","203","5.0","2515 Inwood Rd Suite 201 Unit 402, Dallas, TX 75235","https://www.google.com/maps/search/?api=1&query=Just%20Injected&query_place_id=ChIJ3fCwLo2dToYRSoT13-xuLUM","Medical spa; Skin care clinic","ZO Skin Centre","486","4.9","2.0","CULT Aesthetics","352","4.9","1.27","Total Med Solutions","343","4.8","0.82","","not_called","0",""
"Cloud9 Med Spa","Fort Worth","Texas","76244","(972) 897-2355","https://cloudninemedspadfw.com/","","cloudninemedspa@gmail.com","contact_page","100","5.0","11751 Alta Vista Rd #303, Fort Worth, TX 76244","https://www.google.com/maps/search/?api=1&query=Cloud9%20Med%20Spa&query_place_id=ChIJZUE_F2fZTYYRSZL3wfLbbf4","Medical spa","Blu Magnolia Aesthetics","125","5.0","3.8","Skinique Med Spa & Wellness","107","4.5","3.78","Texas Med Group","53","4.9","4.72","","not_called","0",""
"Skinique Med Spa & Wellness","Fort Worth","Texas","76177","(817) 484-0300","http://www.skiniquemedspa.com/","","info@skiniquemedspa.com","contact_page","107","4.5","3160 N Tarrant Pkwy #404, Fort Worth, TX 76177","https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJz_ihVPfYTYYR8HUz7fK5Xs4","Medical spa; Facial spa; Laser hair removal service; Weight loss service; Wellness center","Snug Aesthetics","197","5.0","8.18","Blu Magnolia Aesthetics","125","5.0","0.34","Cloud9 Med Spa","100","5.0","3.78","","not_called","0",""
"It's A Secret Med Spa","Frisco","Texas","75034","(469) 200-8850","https://secretmedspa.com/frisco-tx/","","","","152","4.5","6947 Main St, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJ7aFaHdw9TIYR4wkSvcL68U4","Medical spa","Starwood Med Spa","658","4.9","1.86","Hush MedSpa","334","4.9","1.59","FINETUNE Med Spa - Frisco","210","5.0","1.47","","not_called","0",""
"Contour Med Spa","Frisco","Texas","75034","","http://contourmedspatexas.com/","","contourmedspatexas@gmail.com","contact_page","88","4.9","4040 Legacy Dr Suite 101, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Contour%20Med%20Spa&query_place_id=ChIJ4ckm3mU7TIYR1uZXtHzOs2E","Medical spa","Starwood Med Spa","658","4.9","1.05","Geneva Med Spa","116","5.0","0.48","Modern Skin Med Spa","112","5.0","0.62","","not_called","0",""
"Lemmon Avenue Plastic Surgery and Laser Center","Dallas","Texas","75204","(214) 702-0707","http://www.lemmonavenueplasticsurgery.com/","","info@lemmonavenuedallas.com","contact_page","444","4.9","2801 Lemmon Ave # 300, Dallas, TX 75204","https://www.google.com/maps/search/?api=1&query=Lemmon%20Avenue%20Plastic%20Surgery%20and%20Laser%20Center&query_place_id=ChIJN_OiSCuZToYRc0N9LjtYaP4","Medical spa; Facial spa; Laser hair removal service; Plastic surgery clinic; Skin care clinic","It's A Secret Med Spa","574","4.6","0.25","SkinSpirit West Village Dallas","150","4.9","0.23","InjectCo MedSpa Dallas","141","5.0","0.64","","not_called","0",""
"Alchemy 43 Dallas-Lakewood","Dallas","Texas","75214","(866) 778-0043","https://alchemy43.com/","","","","111","4.9","6465 E Mockingbird Ln Ste 420, Dallas, TX 75214","https://www.google.com/maps/search/?api=1&query=Alchemy%2043%20Dallas-Lakewood&query_place_id=ChIJ2Y6CJTGfToYRTtU0BzMYPaY","Medical spa","UPKEEP Med Spa","887","4.9","2.18","Aurum Health","244","4.9","2.5","AYA Medical Spa Dallas - University Park","139","5.0","2.27","","not_called","0",""
"Jewell Aesthetics","Dallas","Texas","75248","(903) 644-1407","https://jewellaesthetics.com/","","","","122","5.0","6009 Belt Line Rd #142, Dallas, TX 75248","https://www.google.com/maps/search/?api=1&query=Jewell%20Aesthetics&query_place_id=ChIJR7_XdLBmNK8RFoXY666EQbo","Medical spa","NakedMD Med Spa Dallas","582","4.9","3.44","SkinSpaMED","421","4.9","1.7","Rejuve Med Spa","302","4.8","3.24","","not_called","0",""
"Renew Beauty Med Spa","Frisco","TX","75034","(214) 433-8871","http://www.renewbeautymedspa.com/","","info@renewbeautymedspa.com","contact_page","75","4.5","Located In: Stonebriar Centre, 2601 Preston Rd #1062, Frisco, TX 75034","https://www.google.com/maps/search/?api=1&query=Renew%20Beauty%20Med%20Spa&query_place_id=ChIJi_XXMYM9TIYRfzqJ9uek_3M","Medical spa; Facial spa","It's A Secret Med Spa","380","4.8","0.76","Le Beau Visage Medical Spa","286","4.9","0.74","Purple Basil Medspa","163","5.0","1.09","","not_called","0",""
"OVME","Dallas","Texas","75219","(972) 402-6863","https://ovme.com/pages/turtle-creek-dallas-tx","","","","250","4.8","3888 Oak Lawn Ave #108, Dallas, TX 75219","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJW8NOn-mfToYRou8QHdl_Iu8","Medical spa; Laser hair removal service","It's A Secret Med Spa","574","4.6","0.72","ZO Skin Centre","486","4.9","0.34","SkinSpirit West Village Dallas","150","4.9","0.66","","not_called","0",""
"ZO Skin Centre","Dallas","Texas","75219","(214) 579-9073","https://dallasskincentre.com/","","","","486","4.9","4252 A Oak Lawn Ave, Dallas, TX 75219","https://www.google.com/maps/search/?api=1&query=ZO%20Skin%20Centre&query_place_id=ChIJA3qOWNueToYRuvNFDhfiYsg","Medical spa; Facial spa; Laser hair removal service; Medical Center; Skin care clinic","CULT Aesthetics","352","4.9","0.75","OVME","250","4.8","0.34","Aurum Health","244","4.9","0.86","","not_called","0",""
"Skin Hub Med Spa and Salon","Frisco","Texas","75036","(945) 216-1621","https://skinhubmedspa.com/","","services@skinhubmedspa.com","contact_page","69","4.9","2727 Main St ste 650, Frisco, TX 75036","https://www.google.com/maps/search/?api=1&query=Skin%20Hub%20Med%20Spa%20and%20Salon&query_place_id=ChIJ6_Dfnfs7TIYRuS9wJQOdqoY","Spa; Facial spa; Hair removal service; Laser hair removal service","Hush MedSpa","334","4.9","1.44","SkinChic Aesthetics","238","5.0","1.38","FINETUNE Med Spa - Frisco","210","5.0","0.99","","not_called","0",""
"AestheticFX","Frisco","Texas","75033","(469) 469-8954","https://aestheticfx.com/","","info@aestheticfx.com","contact_page","69","4.9","12021 Dallas Pkwy Suite 600, Room 210, Frisco, TX 75033","https://www.google.com/maps/search/?api=1&query=AestheticFX&query_place_id=ChIJ23MsJBw5TIYRNBYllrY8m_M","Medical spa; Doctor","Hush MedSpa","334","4.9","0.97","FINETUNE Med Spa - Frisco","210","5.0","1.69","BUTEX Medical Spa and Laser Treatment","188","5.0","0.36","","not_called","0",""
"MEDSPA 33","Plano","Texas","75074","(469) 953-3812","https://www.medspa33.com/","","info@medspa33.com","contact_page","71","5.0","525 Shiloh Rd Suite 2500, Plano, TX 75074","https://www.google.com/maps/search/?api=1&query=MEDSPA%2033&query_place_id=ChIJWZngp5oZTIYRSD8tsHSgKqM","Medical spa","Metamorph Med Spa","467","5.0","6.96","Plano Plastic Spa","74","4.9","6.16","Themedspabyrayray","64","4.8","4.28","","not_called","0",""
"Princess Med Spa","Plano","Texas","75093","(214) 468-4829","https://princess-medspa.com/","","","","121","4.9","1312 Village Creek Dr STE 800, Plano, TX 75093","https://www.google.com/maps/search/?api=1&query=Princess%20Med%20Spa&query_place_id=ChIJ__8vCLEjTIYR5iIUmzBxEFY","Medical spa","Metamorph Med Spa","467","5.0","0.84","Rejuve Med Spa","302","4.8","1.03","Uplift Medspa Health & Wellness","144","5.0","0.17","","not_called","0",""
"Uplift Medspa Health & Wellness","Plano","Texas","75093","(972) 665-8664","http://upliftmedspa.com/","","erika@upliftmedspa.com","contact_page","144","5.0","5136 Village Creek Dr #502, Plano, TX 75093","https://www.google.com/maps/search/?api=1&query=Uplift%20Medspa%20Health%20%26%20Wellness&query_place_id=ChIJOaosxx0hTIYRwgghz8vKkVQ","Medical spa","Metamorph Med Spa","467","5.0","0.99","Rejuve Med Spa","302","4.8","1.07","Princess Med Spa","121","4.9","0.17","","not_called","0",""
"It's A Secret Med Spa","Plano","Texas","75024","(469) 786-5874","https://secretmedspa.com/plano-tx/","","","","380","4.8","8232 Preston Rd Suite 115, Plano, TX 75024","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJAQCQZ8M8TIYR76vlNNqSr9U","Medical spa","Skin Pharm","180","5.0","1.12","Starwood Med Spa","158","4.9","0.12","Aesthetic Collective Plano","114","5.0","1.19","","not_called","0",""
"Beverly Hills Rejuvenation Center","Fort Worth","Texas","76107","(817) 377-4600","https://bhrcdallas.com/","","","","198","4.7","4601 West Fwy #216, Fort Worth, TX 76107","https://www.google.com/maps/search/?api=1&query=Beverly%20Hills%20Rejuvenation%20Center&query_place_id=ChIJq19dokZzToYRhpLzfU31xSs","Medical spa; Health spa; Laser hair removal service; Wellness center","Vitalyc Medspa","383","4.9","1.47","Kalos Medical Spa at Kirby Plastic Surgery","351","5.0","1.55","InjectCo MedSpa Fort Worth","100","5.0","0.14","","not_called","0",""
"Novuskin Med Spa Frisco","Frisco","Texas","75035","(972) 970-2630","https://www.novuskin.com/med-spa-frisco/","","","","1072","4.7","16100 State Hwy 121 bldg b 220, Frisco, TX 75035","https://www.google.com/maps/search/?api=1&query=Novuskin%20Med%20Spa%20Frisco&query_place_id=ChIJvblMkfoXTIYR8YwyLghqRW8","Medical spa; Laser hair removal service; Skin care clinic; Weight loss service; Wellness center; Wellness program","SKIN Med Spa & Laser","351","4.6","0.77","Elite Derma Med Spa","139","4.9","2.82","Venus Medical Aesthetics - Med Spa McKinney","118","5.0","2.53","","not_called","0",""
"U Med Spa","Plano","Texas","75024","(972) 636-6299","https://umedspa.com/","","contact@umedspa.com","contact_page","1165","4.9","5717 Legacy Dr Suite 170, Plano, TX 75024","https://www.google.com/maps/search/?api=1&query=U%20Med%20Spa&query_place_id=ChIJz-wOVbE8TIYROmo0LS8t3Ms","Medical spa; Facial spa","It's A Secret Med Spa","380","4.8","1.23","Skin Pharm","180","5.0","0.45","OVME","160","4.7","0.37","","not_called","0",""
"Metamorph Med Spa","Plano","Texas","75093","(972) 519-3134","https://www.metamorphmedspa.com/","","metamorphmedspa@gmail.com","contact_page","467","5.0","960 Ohio Dr Suite 200, Plano, TX 75093","https://www.google.com/maps/search/?api=1&query=Metamorph%20Med%20Spa&query_place_id=ChIJXSQ8-eIjTIYRAIZoiBgLKsw","Medical spa; Health spa; Skin care clinic; Weight loss service; Wellness center","Rejuve Med Spa","302","4.8","0.87","Uplift Medspa Health & Wellness","144","5.0","0.99","Princess Med Spa","121","4.9","0.84","","not_called","0",""
"Purple Basil Medspa","Frisco","Texas","75035","(469) 361-0315","http://www.purplebasilmedspa.com/","","","","163","5.0","9300 John Hickman Pkwy Suite 901, Frisco, TX 75035","https://www.google.com/maps/search/?api=1&query=Purple%20Basil%20Medspa&query_place_id=ChIJgbog1Y49TIYRVQKTsKs1KMg","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Wellness center","Starwood Med Spa","658","4.9","1.45","Le Beau Visage Medical Spa","286","4.9","0.37","Modern Skin Med Spa","112","5.0","1.48","","not_called","0",""
